"strain","orthofinder_orthogroup","sample","raw_count"
"Sphingopyxis","OG0000658","SPH5500D1",83
"Sphingopyxis","OG0000659","SPH5500D1",96
"Sphingopyxis","OG0000660","SPH5500D1",256
"Sphingopyxis","OG0000661","SPH5500D1",768
"Sphingopyxis","OG0000662","SPH5500D1",439
"Sphingopyxis","OG0000663","SPH5500D1",2748
"Sphingopyxis","OG0000665","SPH5500D1",537
"Sphingopyxis","OG0000666","SPH5500D1",85
"Sphingopyxis","OG0000667","SPH5500D1",114
"Sphingopyxis","OG0000668","SPH5500D1",30
"Sphingopyxis","OG0000669","SPH5500D1",31
"Sphingopyxis","OG0000671","SPH5500D1",322
"Sphingopyxis","OG0000673","SPH5500D1",686
"Sphingopyxis","OG0000674","SPH5500D1",117
"Sphingopyxis","OG0000675","SPH5500D1",346
"Sphingopyxis","OG0000676","SPH5500D1",379
"Sphingopyxis","OG0000677","SPH5500D1",89
"Sphingopyxis","OG0000678","SPH5500D1",124
"Sphingopyxis","OG0000679","SPH5500D1",1098
"Sphingopyxis","OG0000680","SPH5500D1",9217
"Sphingopyxis","OG0000681","SPH5500D1",2176
"Sphingopyxis","OG0000683","SPH5500D1",535
"Sphingopyxis","OG0000684","SPH5500D1",317
"Sphingopyxis","OG0000685","SPH5500D1",1557
"Sphingopyxis","OG0000686","SPH5500D1",2481
"Sphingopyxis","OG0000687","SPH5500D1",2231
"Sphingopyxis","OG0000688","SPH5500D1",2967
"Sphingopyxis","OG0000689","SPH5500D1",163
"Sphingopyxis","OG0000690","SPH5500D1",104
"Sphingopyxis","OG0000691","SPH5500D1",246
"Sphingopyxis","OG0000692","SPH5500D1",2662
"Sphingopyxis","OG0000693","SPH5500D1",19
"Sphingopyxis","OG0000694","SPH5500D1",380
"Sphingopyxis","OG0000695","SPH5500D1",123
"Sphingopyxis","OG0000696","SPH5500D1",112
"Sphingopyxis","OG0000697","SPH5500D1",128
"Sphingopyxis","OG0000698","SPH5500D1",83
"Sphingopyxis","OG0000699","SPH5500D1",247
"Sphingopyxis","OG0000700","SPH5500D1",2963
"Sphingopyxis","OG0000701","SPH5500D1",188
"Sphingopyxis","OG0000702","SPH5500D1",60
"Sphingopyxis","OG0000703","SPH5500D1",113
"Sphingopyxis","OG0000704","SPH5500D1",550
"Sphingopyxis","OG0000705","SPH5500D1",97
"Sphingopyxis","OG0000706","SPH5500D1",23360
"Sphingopyxis","OG0000707","SPH5500D1",73
"Sphingopyxis","OG0000708","SPH5500D1",221
"Sphingopyxis","OG0000709","SPH5500D1",50
"Sphingopyxis","OG0000710","SPH5500D1",151
"Sphingopyxis","OG0000711","SPH5500D1",186
"Sphingopyxis","OG0000712","SPH5500D1",63
"Sphingopyxis","OG0000713","SPH5500D1",485
"Sphingopyxis","OG0000714","SPH5500D1",122
"Sphingopyxis","OG0000715","SPH5500D1",37
"Sphingopyxis","OG0000716","SPH5500D1",454
"Sphingopyxis","OG0000717","SPH5500D1",618
"Sphingopyxis","OG0000718","SPH5500D1",117
"Sphingopyxis","OG0000719","SPH5500D1",145
"Sphingopyxis","OG0000720","SPH5500D1",802
"Sphingopyxis","OG0000721","SPH5500D1",243
"Sphingopyxis","OG0000722","SPH5500D1",1336
"Sphingopyxis","OG0000723","SPH5500D1",689
"Sphingopyxis","OG0000724","SPH5500D1",864
"Sphingopyxis","OG0000726","SPH5500D1",311
"Sphingopyxis","OG0000727","SPH5500D1",267
"Sphingopyxis","OG0000728","SPH5500D1",1728
"Sphingopyxis","OG0000729","SPH5500D1",12
"Sphingopyxis","OG0000730","SPH5500D1",378
"Sphingopyxis","OG0000731","SPH5500D1",384
"Sphingopyxis","OG0000732","SPH5500D1",134
"Sphingopyxis","OG0000733","SPH5500D1",692
"Sphingopyxis","OG0000734","SPH5500D1",69
"Sphingopyxis","OG0000735","SPH5500D1",90
"Sphingopyxis","OG0000736","SPH5500D1",916
"Sphingopyxis","OG0000738","SPH5500D1",132
"Sphingopyxis","OG0000739","SPH5500D1",351
"Sphingopyxis","OG0000740","SPH5500D1",357
"Sphingopyxis","OG0000741","SPH5500D1",96
"Sphingopyxis","OG0000742","SPH5500D1",234
"Sphingopyxis","OG0000743","SPH5500D1",114
"Sphingopyxis","OG0000744","SPH5500D1",664
"Sphingopyxis","OG0000745","SPH5500D1",9314
"Sphingopyxis","OG0000746","SPH5500D1",171
"Sphingopyxis","OG0000747","SPH5500D1",271
"Sphingopyxis","OG0000748","SPH5500D1",3228
"Sphingopyxis","OG0000749","SPH5500D1",1391
"Sphingopyxis","OG0000750","SPH5500D1",328
"Sphingopyxis","OG0000751","SPH5500D1",46
"Sphingopyxis","OG0000752","SPH5500D1",511
"Sphingopyxis","OG0000753","SPH5500D1",320
"Sphingopyxis","OG0000754","SPH5500D1",145
"Sphingopyxis","OG0000755","SPH5500D1",617
"Sphingopyxis","OG0000756","SPH5500D1",730
"Sphingopyxis","OG0000757","SPH5500D1",927
"Sphingopyxis","OG0000758","SPH5500D1",1134
"Sphingopyxis","OG0000759","SPH5500D1",5696
"Sphingopyxis","OG0000760","SPH5500D1",1547
"Sphingopyxis","OG0000761","SPH5500D1",831
"Sphingopyxis","OG0000762","SPH5500D1",1800
"Sphingopyxis","OG0000763","SPH5500D1",37
"Sphingopyxis","OG0000764","SPH5500D1",928
"Sphingopyxis","OG0000765","SPH5500D1",817
"Sphingopyxis","OG0000766","SPH5500D1",30
"Sphingopyxis","OG0000767","SPH5500D1",1666
"Sphingopyxis","OG0000768","SPH5500D1",372
"Sphingopyxis","OG0000769","SPH5500D1",1211
"Sphingopyxis","OG0000770","SPH5500D1",610
"Sphingopyxis","OG0000771","SPH5500D1",317
"Sphingopyxis","OG0000772","SPH5500D1",1251
"Sphingopyxis","OG0000773","SPH5500D1",410
"Sphingopyxis","OG0000774","SPH5500D1",410
"Sphingopyxis","OG0000775","SPH5500D1",263
"Sphingopyxis","OG0000776","SPH5500D1",1191
"Sphingopyxis","OG0000777","SPH5500D1",4145
"Sphingopyxis","OG0000778","SPH5500D1",1101
"Sphingopyxis","OG0000779","SPH5500D1",305
"Sphingopyxis","OG0000780","SPH5500D1",6654
"Sphingopyxis","OG0000781","SPH5500D1",935
"Sphingopyxis","OG0000782","SPH5500D1",6545
"Sphingopyxis","OG0000783","SPH5500D1",14304
"Sphingopyxis","OG0000784","SPH5500D1",2355
"Sphingopyxis","OG0000785","SPH5500D1",633
"Sphingopyxis","OG0000786","SPH5500D1",1123
"Sphingopyxis","OG0000787","SPH5500D1",113
"Sphingopyxis","OG0000788","SPH5500D1",1707
"Sphingopyxis","OG0000789","SPH5500D1",287
"Sphingopyxis","OG0000790","SPH5500D1",187
"Sphingopyxis","OG0000791","SPH5500D1",243
"Sphingopyxis","OG0000792","SPH5500D1",223
"Sphingopyxis","OG0000793","SPH5500D1",2700
"Sphingopyxis","OG0000794","SPH5500D1",99
"Sphingopyxis","OG0000795","SPH5500D1",1151
"Sphingopyxis","OG0000796","SPH5500D1",1098
"Sphingopyxis","OG0000797","SPH5500D1",332
"Sphingopyxis","OG0000799","SPH5500D1",90
"Sphingopyxis","OG0000800","SPH5500D1",95
"Sphingopyxis","OG0000801","SPH5500D1",276
"Sphingopyxis","OG0000802","SPH5500D1",468
"Sphingopyxis","OG0000803","SPH5500D1",102
"Sphingopyxis","OG0000804","SPH5500D1",5001
"Sphingopyxis","OG0000805","SPH5500D1",322
"Sphingopyxis","OG0000806","SPH5500D1",52
"Sphingopyxis","OG0000807","SPH5500D1",190
"Sphingopyxis","OG0000808","SPH5500D1",1379
"Sphingopyxis","OG0000809","SPH5500D1",1136
"Sphingopyxis","OG0000810","SPH5500D1",66
"Sphingopyxis","OG0000811","SPH5500D1",722
"Sphingopyxis","OG0000813","SPH5500D1",184
"Sphingopyxis","OG0000815","SPH5500D1",2545
"Sphingopyxis","OG0000816","SPH5500D1",2239
"Sphingopyxis","OG0000818","SPH5500D1",154
"Sphingopyxis","OG0000819","SPH5500D1",42
"Sphingopyxis","OG0000820","SPH5500D1",155
"Sphingopyxis","OG0000821","SPH5500D1",809
"Sphingopyxis","OG0000822","SPH5500D1",48
"Sphingopyxis","OG0000823","SPH5500D1",186
"Sphingopyxis","OG0000824","SPH5500D1",1296
"Sphingopyxis","OG0000825","SPH5500D1",2416
"Sphingopyxis","OG0000826","SPH5500D1",168
"Sphingopyxis","OG0000827","SPH5500D1",7
"Sphingopyxis","OG0000828","SPH5500D1",634
"Sphingopyxis","OG0000829","SPH5500D1",1845
"Sphingopyxis","OG0000830","SPH5500D1",69
"Sphingopyxis","OG0000831","SPH5500D1",3850
"Sphingopyxis","OG0000832","SPH5500D1",69
"Sphingopyxis","OG0000833","SPH5500D1",194
"Sphingopyxis","OG0000834","SPH5500D1",14742
"Sphingopyxis","OG0000835","SPH5500D1",25
"Sphingopyxis","OG0000836","SPH5500D1",1223
"Sphingopyxis","OG0000837","SPH5500D1",26
"Sphingopyxis","OG0000838","SPH5500D1",51
"Sphingopyxis","OG0000839","SPH5500D1",2709
"Sphingopyxis","OG0000840","SPH5500D1",74
"Sphingopyxis","OG0000841","SPH5500D1",552
"Sphingopyxis","OG0000842","SPH5500D1",23
"Sphingopyxis","OG0000843","SPH5500D1",173
"Sphingopyxis","OG0000844","SPH5500D1",90
"Sphingopyxis","OG0000845","SPH5500D1",1055
"Sphingopyxis","OG0000846","SPH5500D1",261
"Sphingopyxis","OG0000847","SPH5500D1",1235
"Sphingopyxis","OG0000848","SPH5500D1",507
"Sphingopyxis","OG0000849","SPH5500D1",92
"Sphingopyxis","OG0000850","SPH5500D1",362
"Sphingopyxis","OG0000851","SPH5500D1",465
"Sphingopyxis","OG0000852","SPH5500D1",1099
"Sphingopyxis","OG0000853","SPH5500D1",219
"Sphingopyxis","OG0000854","SPH5500D1",37
"Sphingopyxis","OG0000855","SPH5500D1",130
"Sphingopyxis","OG0000856","SPH5500D1",86
"Sphingopyxis","OG0000857","SPH5500D1",78
"Sphingopyxis","OG0000858","SPH5500D1",139
"Sphingopyxis","OG0000859","SPH5500D1",142
"Sphingopyxis","OG0000860","SPH5500D1",126
"Sphingopyxis","OG0000861","SPH5500D1",953
"Sphingopyxis","OG0000862","SPH5500D1",477
"Sphingopyxis","OG0000863","SPH5500D1",302
"Sphingopyxis","OG0000864","SPH5500D1",7387
"Sphingopyxis","OG0000865","SPH5500D1",14322
"Sphingopyxis","OG0000866","SPH5500D1",1295
"Sphingopyxis","OG0000867","SPH5500D1",2959
"Sphingopyxis","OG0000868","SPH5500D1",4503
"Sphingopyxis","OG0000869","SPH5500D1",1185
"Sphingopyxis","OG0000870","SPH5500D1",979
"Sphingopyxis","OG0000871","SPH5500D1",695
"Sphingopyxis","OG0000872","SPH5500D1",1269
"Sphingopyxis","OG0000873","SPH5500D1",544
"Sphingopyxis","OG0000874","SPH5500D1",36
"Sphingopyxis","OG0000875","SPH5500D1",50
"Sphingopyxis","OG0000876","SPH5500D1",10
"Sphingopyxis","OG0000877","SPH5500D1",201
"Sphingopyxis","OG0000878","SPH5500D1",67
"Sphingopyxis","OG0000879","SPH5500D1",122
"Sphingopyxis","OG0000880","SPH5500D1",334
"Sphingopyxis","OG0000881","SPH5500D1",373
"Sphingopyxis","OG0000882","SPH5500D1",376
"Sphingopyxis","OG0000883","SPH5500D1",73
"Sphingopyxis","OG0000884","SPH5500D1",58
"Sphingopyxis","OG0000885","SPH5500D1",417
"Sphingopyxis","OG0000886","SPH5500D1",541
"Sphingopyxis","OG0000887","SPH5500D1",3366
"Sphingopyxis","OG0000888","SPH5500D1",415
"Sphingopyxis","OG0000889","SPH5500D1",139
"Sphingopyxis","OG0000890","SPH5500D1",213
"Sphingopyxis","OG0000891","SPH5500D1",123
"Sphingopyxis","OG0000893","SPH5500D1",1063
"Sphingopyxis","OG0000894","SPH5500D1",209
"Sphingopyxis","OG0000896","SPH5500D1",1244
"Sphingopyxis","OG0000897","SPH5500D1",627
"Sphingopyxis","OG0000898","SPH5500D1",981
"Sphingopyxis","OG0000899","SPH5500D1",623
"Sphingopyxis","OG0000900","SPH5500D1",967
"Sphingopyxis","OG0000901","SPH5500D1",1394
"Sphingopyxis","OG0000902","SPH5500D1",257
"Sphingopyxis","OG0000903","SPH5500D1",364
"Sphingopyxis","OG0000904","SPH5500D1",530
"Sphingopyxis","OG0000905","SPH5500D1",1648
"Sphingopyxis","OG0000906","SPH5500D1",795
"Sphingopyxis","OG0000907","SPH5500D1",560
"Sphingopyxis","OG0000908","SPH5500D1",155
"Sphingopyxis","OG0000909","SPH5500D1",990
"Sphingopyxis","OG0000910","SPH5500D1",169
"Sphingopyxis","OG0000911","SPH5500D1",1383
"Sphingopyxis","OG0000912","SPH5500D1",44
"Sphingopyxis","OG0000913","SPH5500D1",2169
"Sphingopyxis","OG0000914","SPH5500D1",186
"Sphingopyxis","OG0000915","SPH5500D1",110
"Sphingopyxis","OG0000916","SPH5500D1",258
"Sphingopyxis","OG0000917","SPH5500D1",76
"Sphingopyxis","OG0000918","SPH5500D1",415
"Sphingopyxis","OG0000919","SPH5500D1",40
"Sphingopyxis","OG0000920","SPH5500D1",4665
"Sphingopyxis","OG0000922","SPH5500D1",196
"Sphingopyxis","OG0000923","SPH5500D1",228
"Sphingopyxis","OG0000924","SPH5500D1",1367
"Sphingopyxis","OG0000925","SPH5500D1",77
"Sphingopyxis","OG0000926","SPH5500D1",93
"Sphingopyxis","OG0000929","SPH5500D1",638
"Sphingopyxis","OG0000930","SPH5500D1",107
"Sphingopyxis","OG0000931","SPH5500D1",30
"Sphingopyxis","OG0000932","SPH5500D1",785
"Sphingopyxis","OG0000933","SPH5500D1",320
"Sphingopyxis","OG0000934","SPH5500D1",798
"Sphingopyxis","OG0000935","SPH5500D1",1235
"Sphingopyxis","OG0000936","SPH5500D1",140
"Sphingopyxis","OG0000937","SPH5500D1",830
"Sphingopyxis","OG0000938","SPH5500D1",1545
"Sphingopyxis","OG0000939","SPH5500D1",51
"Sphingopyxis","OG0000940","SPH5500D1",149
"Sphingopyxis","OG0000941","SPH5500D1",37
"Sphingopyxis","OG0000942","SPH5500D1",71
"Sphingopyxis","OG0000943","SPH5500D1",273
"Sphingopyxis","OG0000944","SPH5500D1",290
"Sphingopyxis","OG0000945","SPH5500D1",266
"Sphingopyxis","OG0000946","SPH5500D1",20
"Sphingopyxis","OG0000947","SPH5500D1",152
"Sphingopyxis","OG0000949","SPH5500D1",383
"Sphingopyxis","OG0000955","SPH5500D1",150
"Sphingopyxis","OG0000956","SPH5500D1",81
"Sphingopyxis","OG0000957","SPH5500D1",676
"Sphingopyxis","OG0000959","SPH5500D1",271
"Sphingopyxis","OG0000960","SPH5500D1",340
"Sphingopyxis","OG0000962","SPH5500D1",29
"Sphingopyxis","OG0000963","SPH5500D1",508
"Sphingopyxis","OG0000964","SPH5500D1",393
"Sphingopyxis","OG0000965","SPH5500D1",5692
"Sphingopyxis","OG0000966","SPH5500D1",63
"Sphingopyxis","OG0000967","SPH5500D1",731
"Sphingopyxis","OG0000969","SPH5500D1",443
"Sphingopyxis","OG0000971","SPH5500D1",286
"Sphingopyxis","OG0000972","SPH5500D1",1292
"Sphingopyxis","OG0000973","SPH5500D1",40
"Sphingopyxis","OG0000974","SPH5500D1",150
"Sphingopyxis","OG0000975","SPH5500D1",1485
"Sphingopyxis","OG0000976","SPH5500D1",59
"Sphingopyxis","OG0000977","SPH5500D1",233
"Sphingopyxis","OG0000978","SPH5500D1",110
"Sphingopyxis","OG0000979","SPH5500D1",37
"Sphingopyxis","OG0000980","SPH5500D1",807
"Sphingopyxis","OG0000981","SPH5500D1",562
"Sphingopyxis","OG0000982","SPH5500D1",307
"Sphingopyxis","OG0000983","SPH5500D1",134
"Sphingopyxis","OG0000984","SPH5500D1",58
"Sphingopyxis","OG0000985","SPH5500D1",691
"Sphingopyxis","OG0000987","SPH5500D1",69
"Sphingopyxis","OG0000988","SPH5500D1",187
"Sphingopyxis","OG0000990","SPH5500D1",233
"Sphingopyxis","OG0000991","SPH5500D1",736
"Sphingopyxis","OG0000993","SPH5500D1",588
"Sphingopyxis","OG0000994","SPH5500D1",35
"Sphingopyxis","OG0000995","SPH5500D1",699
"Sphingopyxis","OG0000996","SPH5500D1",54
"Sphingopyxis","OG0000997","SPH5500D1",806
"Sphingopyxis","OG0000998","SPH5500D1",1437
"Sphingopyxis","OG0000999","SPH5500D1",478
"Sphingopyxis","OG0001000","SPH5500D1",791
"Sphingopyxis","OG0001001","SPH5500D1",76
"Sphingopyxis","OG0001002","SPH5500D1",72
"Sphingopyxis","OG0001003","SPH5500D1",173
"Sphingopyxis","OG0001004","SPH5500D1",460
"Sphingopyxis","OG0001005","SPH5500D1",67
"Sphingopyxis","OG0001006","SPH5500D1",11909
"Sphingopyxis","OG0001007","SPH5500D1",261
"Sphingopyxis","OG0001008","SPH5500D1",136
"Sphingopyxis","OG0001009","SPH5500D1",975
"Sphingopyxis","OG0001010","SPH5500D1",9
"Sphingopyxis","OG0001011","SPH5500D1",354
"Sphingopyxis","OG0001012","SPH5500D1",1811
"Sphingopyxis","OG0001013","SPH5500D1",259
"Sphingopyxis","OG0001014","SPH5500D1",239
"Sphingopyxis","OG0001016","SPH5500D1",123
"Sphingopyxis","OG0001017","SPH5500D1",4393
"Sphingopyxis","OG0001019","SPH5500D1",151
"Sphingopyxis","OG0001020","SPH5500D1",338
"Sphingopyxis","OG0001021","SPH5500D1",205
"Sphingopyxis","OG0001023","SPH5500D1",49
"Sphingopyxis","OG0001026","SPH5500D1",146
"Sphingopyxis","OG0001028","SPH5500D1",603
"Sphingopyxis","OG0001031","SPH5500D1",1487
"Sphingopyxis","OG0001033","SPH5500D1",331
"Sphingopyxis","OG0001036","SPH5500D1",699
"Sphingopyxis","OG0001037","SPH5500D1",172
"Sphingopyxis","OG0001039","SPH5500D1",338
"Sphingopyxis","OG0001042","SPH5500D1",429
"Sphingopyxis","OG0001045","SPH5500D1",368
"Sphingopyxis","OG0001046","SPH5500D1",261
"Sphingopyxis","OG0001050","SPH5500D1",515
"Sphingopyxis","OG0001051","SPH5500D1",2628
"Sphingopyxis","OG0001054","SPH5500D1",4127
"Sphingopyxis","OG0001055","SPH5500D1",107
"Sphingopyxis","OG0001056","SPH5500D1",188
"Sphingopyxis","OG0001059","SPH5500D1",575
"Sphingopyxis","OG0001061","SPH5500D1",608
"Sphingopyxis","OG0001062","SPH5500D1",429
"Sphingopyxis","OG0001063","SPH5500D1",44
"Sphingopyxis","OG0001064","SPH5500D1",2
"Sphingopyxis","OG0001065","SPH5500D1",288
"Sphingopyxis","OG0001066","SPH5500D1",247
"Sphingopyxis","OG0001068","SPH5500D1",57
"Sphingopyxis","OG0001070","SPH5500D1",81
"Sphingopyxis","OG0001078","SPH5500D1",98
"Sphingopyxis","OG0001080","SPH5500D1",328
"Sphingopyxis","OG0001081","SPH5500D1",335
"Sphingopyxis","OG0001082","SPH5500D1",946
"Sphingopyxis","OG0001085","SPH5500D1",104
"Sphingopyxis","OG0001086","SPH5500D1",24
"Sphingopyxis","OG0001088","SPH5500D1",170
"Sphingopyxis","OG0001092","SPH5500D1",51
"Sphingopyxis","OG0001095","SPH5500D1",906
"Sphingopyxis","OG0001100","SPH5500D1",1320
"Sphingopyxis","OG0001101","SPH5500D1",547
"Sphingopyxis","OG0001107","SPH5500D1",49
"Sphingopyxis","OG0001111","SPH5500D1",130
"Sphingopyxis","OG0001112","SPH5500D1",193
"Sphingopyxis","OG0001113","SPH5500D1",727
"Sphingopyxis","OG0001115","SPH5500D1",911
"Sphingopyxis","OG0001116","SPH5500D1",19
"Sphingopyxis","OG0001118","SPH5500D1",124
"Sphingopyxis","OG0001121","SPH5500D1",428
"Sphingopyxis","OG0001122","SPH5500D1",72
"Sphingopyxis","OG0001124","SPH5500D1",762
"Sphingopyxis","OG0001125","SPH5500D1",139
"Sphingopyxis","OG0001127","SPH5500D1",155
"Sphingopyxis","OG0001134","SPH5500D1",24
"Sphingopyxis","OG0001135","SPH5500D1",108
"Sphingopyxis","OG0001137","SPH5500D1",95
"Sphingopyxis","OG0001142","SPH5500D1",783
"Sphingopyxis","OG0001148","SPH5500D1",476
"Sphingopyxis","OG0001153","SPH5500D1",654
"Sphingopyxis","OG0001154","SPH5500D1",139
"Sphingopyxis","OG0001155","SPH5500D1",109
"Sphingopyxis","OG0001156","SPH5500D1",1198
"Sphingopyxis","OG0001157","SPH5500D1",650
"Sphingopyxis","OG0001159","SPH5500D1",172
"Sphingopyxis","OG0001162","SPH5500D1",146
"Sphingopyxis","OG0001163","SPH5500D1",39
"Sphingopyxis","OG0001167","SPH5500D1",965
"Sphingopyxis","OG0001168","SPH5500D1",97
"Sphingopyxis","OG0001169","SPH5500D1",107
"Sphingopyxis","OG0001170","SPH5500D1",974
"Sphingopyxis","OG0001171","SPH5500D1",296
"Sphingopyxis","OG0001173","SPH5500D1",896
"Sphingopyxis","OG0001175","SPH5500D1",90
"Sphingopyxis","OG0001181","SPH5500D1",24
"Sphingopyxis","OG0001182","SPH5500D1",29
"Sphingopyxis","OG0001183","SPH5500D1",231
"Sphingopyxis","OG0001187","SPH5500D1",103
"Sphingopyxis","OG0001188","SPH5500D1",27
"Sphingopyxis","OG0001191","SPH5500D1",76
"Sphingopyxis","OG0001193","SPH5500D1",77
"Sphingopyxis","OG0001199","SPH5500D1",25
"Sphingopyxis","OG0001200","SPH5500D1",900
"Sphingopyxis","OG0001201","SPH5500D1",435
"Sphingopyxis","OG0001202","SPH5500D1",251
"Sphingopyxis","OG0001203","SPH5500D1",319
"Sphingopyxis","OG0001204","SPH5500D1",844
"Sphingopyxis","OG0001205","SPH5500D1",244
"Sphingopyxis","OG0001206","SPH5500D1",1134
"Sphingopyxis","OG0001207","SPH5500D1",221
"Sphingopyxis","OG0001208","SPH5500D1",90
"Sphingopyxis","OG0001209","SPH5500D1",3857
"Sphingopyxis","OG0001210","SPH5500D1",42
"Sphingopyxis","OG0001211","SPH5500D1",213
"Sphingopyxis","OG0001213","SPH5500D1",98
"Sphingopyxis","OG0001214","SPH5500D1",646
"Sphingopyxis","OG0001217","SPH5500D1",229
"Sphingopyxis","OG0001218","SPH5500D1",2114
"Sphingopyxis","OG0001219","SPH5500D1",147
"Sphingopyxis","OG0001222","SPH5500D1",276
"Sphingopyxis","OG0001223","SPH5500D1",3001
"Sphingopyxis","OG0001224","SPH5500D1",63
"Sphingopyxis","OG0001225","SPH5500D1",461
"Sphingopyxis","OG0001226","SPH5500D1",17
"Sphingopyxis","OG0001228","SPH5500D1",16
"Sphingopyxis","OG0001229","SPH5500D1",119
"Sphingopyxis","OG0001230","SPH5500D1",574
"Sphingopyxis","OG0001231","SPH5500D1",557
"Sphingopyxis","OG0001232","SPH5500D1",5592
"Sphingopyxis","OG0001233","SPH5500D1",913
"Sphingopyxis","OG0001234","SPH5500D1",194
"Sphingopyxis","OG0001235","SPH5500D1",101
"Sphingopyxis","OG0001237","SPH5500D1",339
"Sphingopyxis","OG0001238","SPH5500D1",2818
"Sphingopyxis","OG0001240","SPH5500D1",128
"Sphingopyxis","OG0001241","SPH5500D1",38
"Sphingopyxis","OG0001242","SPH5500D1",716
"Sphingopyxis","OG0001244","SPH5500D1",574
"Sphingopyxis","OG0001245","SPH5500D1",1214
"Sphingopyxis","OG0001246","SPH5500D1",162
"Sphingopyxis","OG0001247","SPH5500D1",815
"Sphingopyxis","OG0001248","SPH5500D1",188
"Sphingopyxis","OG0001249","SPH5500D1",10
"Sphingopyxis","OG0001250","SPH5500D1",16
"Sphingopyxis","OG0001251","SPH5500D1",483
"Sphingopyxis","OG0001252","SPH5500D1",93
"Sphingopyxis","OG0001253","SPH5500D1",2171
"Sphingopyxis","OG0001255","SPH5500D1",99
"Sphingopyxis","OG0001256","SPH5500D1",400
"Sphingopyxis","OG0001257","SPH5500D1",48
"Sphingopyxis","OG0001258","SPH5500D1",100
"Sphingopyxis","OG0001259","SPH5500D1",67
"Sphingopyxis","OG0001260","SPH5500D1",8670
"Sphingopyxis","OG0001261","SPH5500D1",337
"Sphingopyxis","OG0001265","SPH5500D1",26
"Sphingopyxis","OG0001270","SPH5500D1",751
"Sphingopyxis","OG0001273","SPH5500D1",1643
"Sphingopyxis","OG0001275","SPH5500D1",76
"Sphingopyxis","OG0001276","SPH5500D1",3826
"Sphingopyxis","OG0001277","SPH5500D1",840
"Sphingopyxis","OG0001278","SPH5500D1",49
"Sphingopyxis","OG0001279","SPH5500D1",415
"Sphingopyxis","OG0001280","SPH5500D1",3385
"Sphingopyxis","OG0001281","SPH5500D1",1275
"Sphingopyxis","OG0001285","SPH5500D1",116
"Sphingopyxis","OG0001286","SPH5500D1",394
"Sphingopyxis","OG0001287","SPH5500D1",316
"Sphingopyxis","OG0001288","SPH5500D1",13
"Sphingopyxis","OG0001290","SPH5500D1",902
"Sphingopyxis","OG0001291","SPH5500D1",38
"Sphingopyxis","OG0001292","SPH5500D1",545
"Sphingopyxis","OG0001294","SPH5500D1",787
"Sphingopyxis","OG0001295","SPH5500D1",194
"Sphingopyxis","OG0001297","SPH5500D1",421
"Sphingopyxis","OG0001301","SPH5500D1",129
"Sphingopyxis","OG0001302","SPH5500D1",40
"Sphingopyxis","OG0001303","SPH5500D1",450
"Sphingopyxis","OG0001304","SPH5500D1",219
"Sphingopyxis","OG0001305","SPH5500D1",127
"Sphingopyxis","OG0001306","SPH5500D1",110
"Sphingopyxis","OG0001307","SPH5500D1",1011
"Sphingopyxis","OG0001308","SPH5500D1",71
