orthofinder_orthogroup,strain,contrast,logFC,FDR,OG_gene_symbol,representative_product,ko_terms,pathway_names,cog_category_names,min_FDR,max_abs_logFC
OG0002116,Psychrobacter,D55_vs_B55,-1.44651665352245,3.99641103141714e-05,gene2258,metal-dependent hydrolase,K07038,,S: Function unknown,3.99641103141714e-05,1.44651665352245
OG0001523,Halomonas,D55_vs_B55,2.8590438536935,4.01595610910417e-05,gene1128,NAD-dependent epimerase,,,G: Carbohydrate transport and metabolism;M: Cell wall/membrane/envelope biogenesis,4.01595610910417e-05,2.8590438536935
OG0002032,Halomonas,D55_vs_B55,-1.25406065435445,4.08001278010052e-05,yeaN,MFS transporter,K03449,,P: Inorganic ion transport and metabolism,4.08001278010052e-05,1.25406065435445
OG0000953,Halomonas,D55_vs_B55,1.0567905210992,4.23108649617134e-05,urtC,MULTISPECIES: urea ABC transporter permease subunit UrtC,K11961;K01998,ABC transporters;Quorum sensing,E: Amino acid transport and metabolism,4.23108649617134e-05,1.0567905210992
OG0000139,Aequorivita,D55_vs_D0,-1.50971449073146,4.23131529373016e-05,vexE,MULTISPECIES: efflux RND transporter periplasmic adaptor subunit,K03585;K18990,Cationic antimicrobial peptide (CAMP) resistance;beta-Lactam resistance,M: Cell wall/membrane/envelope biogenesis,4.23131529373016e-05,1.50971449073146
OG0000635,Aequorivita,D55_vs_D0,-1.07396012338806,4.23131529373016e-05,folE,GTP cyclohydrolase I FolE,K01495,Biosynthesis of cofactors;Folate biosynthesis;Metabolic pathways,H: Coenzyme transport and metabolism,4.23131529373016e-05,1.47059017428522
OG0000354,Aequorivita,D55_vs_D0,-1.39445885382363,4.24486373838637e-05,dtpT,peptide MFS transporter,K03305,,P: Inorganic ion transport and metabolism;E: Amino acid transport and metabolism,4.24486373838637e-05,1.39445885382363
OG0000172,Halomonas,D55_vs_B55,1.22737648509866,4.26713438338856e-05,hsdR,HsdR family type I site-specific deoxyribonuclease,K01153,,L: Replication;recombination and repair;V: Defense mechanisms,4.26713438338856e-05,1.22737648509866
OG0000026,Aequorivita,D55_vs_D0,-1.16512495169216,4.34404019380752e-05,lrp,Lrp/AsnC ligand binding domain-containing protein,K03719;K15782;K03718;K05800,,K: Transcription,4.34404019380752e-05,1.16512495169216
OG0000528,Halomonas,D55_vs_D0,1.44195748987131,4.3982678447642e-05,mrdA,MULTISPECIES: penicillin-binding protein 2,K05515,Metabolic pathways;Peptidoglycan biosynthesis;beta-Lactam resistance,M: Cell wall/membrane/envelope biogenesis,4.3982678447642e-05,1.44195748987131
OG0002141,Halomonas,D55_vs_B55,1.21653725313724,4.45296519804613e-05,wrbA,MULTISPECIES: RidA family protein,,,J: Translation;ribosomal structure and biogenesis,4.45296519804613e-05,1.21653725313724
OG0001379,Psychrobacter,D55_vs_B55,-1.51435524526009,4.52792261907624e-05,rpmC,MULTISPECIES: 50S ribosomal protein L29,K02904,Ribosome,J: Translation;ribosomal structure and biogenesis,4.52792261907624e-05,2.36080307475745
OG0001860,Psychrobacter,D55_vs_D0,1.17487762091718,4.61282414136806e-05,ycfD,MULTISPECIES: cupin domain-containing protein,K18850,,S: Function unknown,4.61282414136806e-05,1.17487762091718
OG0002027,Halomonas,D55_vs_B55,1.07712013310434,4.64661256100209e-05,ybiS,"MULTISPECIES: L,D-transpeptidase",,,S: Function unknown,4.64661256100209e-05,1.07712013310434
OG0001047,Halomonas,D55_vs_B55,-1.52929322592946,4.67511605619089e-05,ridA,MULTISPECIES: RidA family protein,K09022,,J: Translation;ribosomal structure and biogenesis,4.67511605619089e-05,1.52929322592946
OG0001071,Aequorivita,D55_vs_D0,-2.7022668218266,4.75150363012979e-05,gene1852,DUF2807 domain-containing protein,,,S: Function unknown,4.75150363012979e-05,2.7022668218266
OG0000379,Halomonas,D55_vs_D0,-1.0817415829161,4.77298569969173e-05,nfuA,MULTISPECIES: Fe-S biogenesis protein NfuA,K07400;K22074,,C: Energy production and conversion;O: Posttranslational modification;protein turnover;chaperones,4.77298569969173e-05,1.20197431969042
OG0002098,Halomonas,D55_vs_B55,-1.29130987823159,4.84774867276357e-05,ispD,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,K00991,Biosynthesis of secondary metabolites;Metabolic pathways;Terpenoid backbone biosynthesis,I: Lipid transport and metabolism,4.84774867276357e-05,1.29130987823159
OG0001516,Halomonas,D55_vs_B55,-1.32102462479705,4.94001595870252e-05,ABCF3,MULTISPECIES: ABC-F family ATPase,K06158,,S: Function unknown,4.94001595870252e-05,1.32102462479705
OG0000273,Sphingopyxis,D55_vs_D0,1.13648939027812,5.040871287334e-05,amt,"ammonium transporter, Amt family",K03320,,P: Inorganic ion transport and metabolism,5.040871287334e-05,1.13648939027812
OG0002225,Psychrobacter,D55_vs_B55,-2.13188846077452,5.1245121056914e-05,cheX,MULTISPECIES: chemotaxis protein CheX,K03409,Bacterial chemotaxis,N: Cell motility,5.1245121056914e-05,2.13188846077452
OG0000790,Aequorivita,D55_vs_D0,1.10077140833775,5.13750217353875e-05,murG,undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase,K02563,Cell cycle - Caulobacter;Metabolic pathways;Peptidoglycan biosynthesis;Vancomycin resistance,M: Cell wall/membrane/envelope biogenesis,5.13750217353875e-05,1.10077140833775
OG0000576,Halomonas,D55_vs_B55,-1.34140218931651,5.18173055794758e-05,aroE,MULTISPECIES: shikimate dehydrogenase,K00014,Biosynthesis of amino acids;Biosynthesis of secondary metabolites;Biosynthesis of various plant secondary metabolites;Metabolic pathways;Phenylalanine;tyrosine and tryptophan biosynthesis,E: Amino acid transport and metabolism,5.18173055794758e-05,1.34140218931651
OG0002083,Halomonas,D55_vs_D0,-1.36576017678167,5.43464174706333e-05,pilP,MULTISPECIES: pilus assembly protein PilP,K02665,,N: Cell motility;U: Intracellular trafficking;secretion;and vesicular transport,5.43464174706333e-05,1.36576017678167
OG0001691,Sphingopyxis,D55_vs_D0,1.35758493095189,5.50773319160144e-05,gene1987,decarboxylase,,,E: Amino acid transport and metabolism,5.50773319160144e-05,1.35758493095189
OG0002003,Halomonas,D55_vs_D0,-1.22772242251259,5.51998837434249e-05,flgH,MULTISPECIES: flagellar basal body L-ring protein FlgH,K02393,Flagellar assembly,N: Cell motility,5.51998837434249e-05,1.22772242251259
OG0001840,Halomonas,D55_vs_B55,-1.26442225142225,5.88609359693763e-05,rsmE,16S rRNA (uracil(1498)-N(3))-methyltransferase,K09761,,J: Translation;ribosomal structure and biogenesis,5.88609359693763e-05,1.26442225142225
OG0001581,Psychrobacter,D55_vs_B55,-1.1412352478218,6.20490155340708e-05,lemA,LemA family protein,K03744,,S: Function unknown,6.20490155340708e-05,1.35567379015865
OG0002167,Psychrobacter,D55_vs_B55,-2.22584647420408,6.33262099974827e-05,ompF,porin,,,M: Cell wall/membrane/envelope biogenesis,6.33262099974827e-05,2.22584647420408
OG0000245,Halomonas,D55_vs_B55,1.21178622892782,6.43326911276294e-05,coxAC,cytochrome c oxidase subunit I,K02274;K02298;K15408,Metabolic pathways;Oxidative phosphorylation,C: Energy production and conversion,6.43326911276294e-05,1.21178622892782
OG0001227,Halomonas,D55_vs_B55,1.04013237286938,6.45068475771918e-05,yihG,MULTISPECIES: acyltransferase,,,I: Lipid transport and metabolism,6.45068475771918e-05,1.04013237286938
OG0001084,Halomonas,D55_vs_B55,-1.17855155004936,6.53157336246656e-05,mnmC,FAD-dependent 5-carboxymethylaminomethyl-2-thiouridine(34) oxidoreductase MnmC,K15461,,E: Amino acid transport and metabolism;H: Coenzyme transport and metabolism;S: Function unknown,6.53157336246656e-05,1.17855155004936
OG0001341,Halomonas,D55_vs_B55,1.51245930484464,6.53826329181828e-05,gltI,MULTISPECIES: glutamate/aspartate ABC transporter substrate-binding protein,K02030;K10001,ABC transporters;Two-component system,E: Amino acid transport and metabolism;T: Signal transduction mechanisms,6.53826329181828e-05,1.51245930484464
OG0001303,Halomonas,D55_vs_B55,2.97796864962574,6.60516797874689e-05,afuA,extracellular solute-binding protein,K02012,ABC transporters,P: Inorganic ion transport and metabolism,6.60516797874689e-05,2.97796864962574
OG0001738,Sphingopyxis,D55_vs_D0,-1.05828708448594,6.71617935754424e-05,purT,formate-dependent phosphoribosylglycinamide formyltransferase,K08289,Biosynthesis of secondary metabolites;Metabolic pathways;Purine metabolism,F: Nucleotide transport and metabolism,6.71617935754424e-05,1.05828708448594
OG0002106,Halomonas,D55_vs_B55,1.05688339194364,6.78108842336954e-05,tnsC,AAA family ATPase,,,S: Function unknown;L: Replication;recombination and repair;O: Posttranslational modification;protein turnover;chaperones,6.78108842336954e-05,1.05688339194364
OG0001038,Halomonas,D55_vs_D0,1.54537021933569,7.13962182134911e-05,rluF,23S rRNA pseudouridine(2604) synthase RluF,K06182,,J: Translation;ribosomal structure and biogenesis,7.13962182134911e-05,1.54537021933569
OG0001181,Halomonas,D55_vs_D0,1.89734425802539,7.31687858265229e-05,cdd,cytidine deaminase,K01489,Drug metabolism - other enzymes;Metabolic pathways;Nucleotide metabolism;Pyrimidine metabolism,F: Nucleotide transport and metabolism,7.31687858265229e-05,1.89734425802539
OG0000337,Psychrobacter,D55_vs_B55,-1.01757518233438,7.32401989143012e-05,braZ,MULTISPECIES: sulfite exporter TauE/SafE family protein,K09792,,S: Function unknown,7.32401989143012e-05,1.45549194294423
OG0001957,Halomonas,D55_vs_D0,-1.31497014015425,7.45953629329512e-05,gene1723,hypothetical protein,,,,7.45953629329512e-05,1.31497014015425
OG0000743,Halomonas,D55_vs_B55,-1.22795279608967,7.49531256721798e-05,purN,phosphoribosylglycinamide formyltransferase,K11175,Biosynthesis of secondary metabolites;Metabolic pathways;One carbon pool by folate;Purine metabolism,F: Nucleotide transport and metabolism,7.49531256721798e-05,1.22795279608967
OG0001089,Psychrobacter,D55_vs_D0,1.19997320274175,7.65981967672843e-05,lpxK,tetraacyldisaccharide 4'-kinase,K00912,Lipopolysaccharide biosynthesis;Metabolic pathways,M: Cell wall/membrane/envelope biogenesis,7.65981967672843e-05,1.19997320274175
OG0000677,Aequorivita,D55_vs_B55,-1.11400944354575,7.81089217636229e-05,queG,tRNA epoxyqueuosine(34) reductase QueG,K18979,,C: Energy production and conversion,7.81089217636229e-05,1.11400944354575
OG0002171,Sphingopyxis,D55_vs_D0,-1.78410100012049,8.21184752939267e-05,gene0553,MULTISPECIES: DUF2177 family protein,,,S: Function unknown,8.21184752939267e-05,1.78410100012049
OG0001750,Halomonas,D55_vs_D0,-1.40845690111727,8.39680253513679e-05,parE1_3_4,MULTISPECIES: type II toxin-antitoxin system RelE/ParE family toxin,K19092,,S: Function unknown,8.39680253513679e-05,1.40845690111727
OG0001827,Halomonas,D55_vs_D0,-1.17109716178767,8.39680253513679e-05,gst,MULTISPECIES: glutathione S-transferase N-terminal domain-containing protein,K00799,Chemical carcinogenesis - DNA adducts;Chemical carcinogenesis - reactive oxygen species;Chemical carcinogenesis - receptor activation;Drug metabolism - cytochrome P450;Drug metabolism - other enzymes;Fluid shear stress and atherosclerosis;Glutathione metabolism;Hepatocellular carcinoma;Longevity regulating pathway - worm;Metabolic pathways;Metabolism of xenobiotics by cytochrome P450;Pathways in cancer;Platinum drug resistance,O: Posttranslational modification;protein turnover;chaperones,8.39680253513679e-05,1.17109716178767
OG0001289,Halomonas,D55_vs_D0,1.63775415291211,8.48599076721901e-05,fhuD,ABC transporter substrate-binding protein,K23227,ABC transporters,P: Inorganic ion transport and metabolism,8.48599076721901e-05,1.63775415291211
OG0001455,Psychrobacter,D55_vs_B55,1.27003097944492,9.02105826750856e-05,gene0570,IS630 transposase-related protein,,,L: Replication;recombination and repair,9.02105826750856e-05,1.27003097944492
OG0001976,Psychrobacter,D55_vs_D0,1.67698989904178,9.28799223383693e-05,modB,MULTISPECIES: molybdate ABC transporter permease subunit,,,P: Inorganic ion transport and metabolism,9.28799223383693e-05,1.67698989904178
OG0001105,Aequorivita,D55_vs_D0,1.18933693047748,9.43986511687358e-05,miaE,tRNA hydroxylase,K06169,,F: Nucleotide transport and metabolism;J: Translation;ribosomal structure and biogenesis,9.43986511687358e-05,1.18933693047748
OG0001565,Halomonas,D55_vs_D0,1.33286805365154,9.53318713103667e-05,deoC,MULTISPECIES: deoxyribose-phosphate aldolase,K01619,Metabolic pathways;Pentose phosphate pathway,F: Nucleotide transport and metabolism,9.53318713103667e-05,1.40866417670355
OG0000060,Aequorivita,D55_vs_D0,1.52058967805859,9.58673475857435e-05,czcA,CusA/CzcA family heavy metal efflux RND transporter,K15726,,P: Inorganic ion transport and metabolism,9.58673475857435e-05,1.52058967805859
OG0000560,Aequorivita,D55_vs_D0,-1.20912832143157,9.58673475857435e-05,nadB,L-aspartate oxidase,K00278,Alanine;aspartate and glutamate metabolism;Biosynthesis of cofactors;Metabolic pathways;Nicotinate and nicotinamide metabolism,H: Coenzyme transport and metabolism,9.58673475857435e-05,1.46960247616193
OG0001816,Halomonas,D55_vs_B55,1.04091578894503,9.85339667140264e-05,zntR,Cd(II)/Pb(II)-responsive transcriptional regulator,,,K: Transcription,9.85339667140264e-05,1.04091578894503
OG0000274,Psychrobacter,D55_vs_D0,-1.0377557692342,0.0001002446372636,tnsA,TnsA endonuclease N-terminal domain-containing protein,,,Q: Secondary metabolites biosynthesis;transport and catabolism;L: Replication;recombination and repair,0.0001002446372636,1.21970070308127
OG0001972,Halomonas,D55_vs_B55,1.61710688270549,0.000100891653168,uraH,MULTISPECIES: hydroxyisourate hydrolase,K07127,Metabolic pathways;Microbial metabolism in diverse environments;Purine metabolism,S: Function unknown,0.000100891653168,1.61710688270549
OG0001939,Sphingopyxis,D55_vs_B55,-1.8084030159418,0.0001018214132628,MA20_43670,DUF1330 domain-containing protein,,,S: Function unknown,0.0001018214132628,1.8084030159418
OG0000243,Halomonas,D55_vs_B55,1.16298261309227,0.0001059423167534,ctaB,heme o synthase,K02257;K03179,Biosynthesis of cofactors;Biosynthesis of secondary metabolites;Metabolic pathways;Oxidative phosphorylation;Porphyrin metabolism;Thermogenesis;Ubiquinone and other terpenoid-quinone biosynthesis,O: Posttranslational modification;protein turnover;chaperones;H: Coenzyme transport and metabolism,0.0001059423167534,1.16298261309227
OG0000556,Aequorivita,D55_vs_D0,1.12239220883615,0.00010695367126,gene0063,CoA pyrophosphatase,,,L: Replication;recombination and repair,0.00010695367126,1.12239220883615
OG0001588,Halomonas,D55_vs_B55,-2.21070660611498,0.0001113264937838,fecB,cobalamin-binding protein,,,P: Inorganic ion transport and metabolism,0.0001113264937838,2.21070660611498
OG0002137,Halomonas,D55_vs_D0,-2.33487711584702,0.0001116241489211,mhuD,antibiotic biosynthesis monooxygenase,,,S: Function unknown,0.0001116241489211,2.33487711584702
OG0000670,Aequorivita,D55_vs_D0,-1.10307161768166,0.0001116964510318,omp31,porin family protein,,,M: Cell wall/membrane/envelope biogenesis,0.0001116964510318,1.10307161768166
OG0001747,Aequorivita,D55_vs_D0,-1.33828279390523,0.0001133992779012,gene2516,hypothetical protein,,,S: Function unknown,0.0001133992779012,1.33828279390523
OG0000815,Psychrobacter,D55_vs_B55,1.32379789352823,0.000114006313496,clpX,MULTISPECIES: ATP-dependent Clp protease ATP-binding subunit ClpX,K03544,Cell cycle - Caulobacter,O: Posttranslational modification;protein turnover;chaperones,0.000114006313496,1.32379789352823
OG0001529,Psychrobacter,D55_vs_B55,1.33740551097363,0.0001153077432756,dnaQ,3'-5' exonuclease,K02342,DNA replication;Homologous recombination;Mismatch repair,L: Replication;recombination and repair,0.0001153077432756,1.33740551097363
OG0000219,Psychrobacter,D55_vs_B55,-1.27007184301574,0.0001160998546788,ridA,enamine deaminase RidA,,,J: Translation;ribosomal structure and biogenesis,0.0001160998546788,1.27007184301574
OG0001688,Halomonas,D55_vs_D0,-1.04652800161484,0.0001165343656307,gene3567,DUF1206 domain-containing protein,,,S: Function unknown,0.0001165343656307,1.04652800161484
OG0001612,Psychrobacter,D55_vs_B55,5.28731639377989,0.0001186516737482,nhaC,Na+/H+ antiporter NhaC,K03315,,C: Energy production and conversion,0.0001186516737482,5.28731639377989
OG0000573,Halomonas,D55_vs_B55,1.01087897302672,0.0001205040473255,furB,MULTISPECIES: transcriptional repressor,K03711,,K: Transcription;P: Inorganic ion transport and metabolism,0.0001205040473255,1.01087897302672
OG0002139,Halomonas,D55_vs_D0,-1.13385926165816,0.0001211844962814,rimI,MULTISPECIES: GNAT family N-acetyltransferase,K03789,,K: Transcription,0.0001211844962814,1.13385926165816
OG0002214,Psychrobacter,D55_vs_B55,-1.12300347846151,0.0001229975563372,sadA,hypothetical protein,,,N: Cell motility;U: Intracellular trafficking;secretion;and vesicular transport;Q: Secondary metabolites biosynthesis;transport and catabolism,0.0001229975563372,1.12300347846151
OG0001919,Psychrobacter,D55_vs_B55,1.1733863448066,0.0001232303541006,sspB,MULTISPECIES: ClpXP protease specificity-enhancing factor,K03600,,S: Function unknown,0.0001232303541006,1.1733863448066
OG0001556,Sphingopyxis,D55_vs_D0,-1.10766683014711,0.0001304973026211,cysC,DUF2061 domain-containing protein,,,S: Function unknown,0.0001304973026211,1.10766683014711
OG0001987,Sphingopyxis,D55_vs_D0,-1.7330577935581,0.0001349553546268,fliA,MULTISPECIES: RNA polymerase sigma factor FliA,K02405,Biofilm formation - Escherichia coli;Biofilm formation - Pseudomonas aeruginosa;Biofilm formation - Vibrio cholerae;Flagellar assembly;Two-component system,K: Transcription,0.0001349553546268,1.7330577935581
OG0000621,Halomonas,D55_vs_B55,3.38462613476242,0.0001361174502235,ccrM,DNA methyltransferase,K00590;K00571;K13581,Cell cycle - Caulobacter,L: Replication;recombination and repair,0.0001361174502235,3.38462613476242
OG0001428,Halomonas,D55_vs_B55,1.1203920248104,0.0001378450391576,MA20_19390,ABC transporter substrate-binding protein,,,L: Replication;recombination and repair;E: Amino acid transport and metabolism,0.0001378450391576,1.1203920248104
OG0001941,Halomonas,D55_vs_D0,1.73310135244543,0.0001406034452282,yclQ,ABC transporter substrate-binding protein,K25282,,P: Inorganic ion transport and metabolism,0.0001406034452282,1.73310135244543
OG0001894,Halomonas,D55_vs_D0,-1.52276840153821,0.0001406034452282,rhtB,MULTISPECIES: LysE family translocator,K05834,,E: Amino acid transport and metabolism,0.0001406034452282,1.52276840153821
